id,region,prefecture,commune,canton,pharmacie_nom,pharmacie_type,pharmacie_secteur,ouverture,annee,id_service,keyword,geometry_name,geometry_type,geometry_coordinates0,geometry_coordinates1,pharma_id,statut,created_at,updated_at
168,Plateaux,Ogou,"Ogou 3",Gléi,"Pharmacie du CMS Gléi","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1995,,,geometry,Point,1.16413737,7.31729772,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_343b,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
170,Maritime,Zio,"Zio 1",Tsévié,"Pharmacie du CMS EDV","Pharmacie de centre de santé",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2020,,,geometry,Point,1.21490473,6.43987076,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3441,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
171,Plateaux,Agou,"Agou 1",Assahoun-Fiagbé,"Pharmacie de l'USP Assanhun Fiagbé","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.70458343,6.79661524,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3444,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
172,Plateaux,Ogou,"Ogou 1",Gnagna,"Pharmacie de l'ATBEF","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.12981554,7.52167315,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3445,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
173,Savanes,Oti,"Oti 1",Mango,"Pharmacie de l'USP Saint Dominique","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.47430547,10.36252077,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3446,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
174,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie du CMS Espoir Vie Togo","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2001,,,geometry,Point,1.15374917,8.96749357,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3448,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
175,Centrale,Tchaoudjo,"Tchaoudjo 2",Lama-Tessi,"Pharmacie de l'USP Lama-Tessi","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1954,,,geometry,Point,1.07242329,8.8461813,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3456,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
176,Maritime,Bas-Mono,"Bas-Mono 2",Attitogon,"Pharmacie de l'USP Dagboe-Neva","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2006,,,geometry,Point,1.61425027,6.39392171,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_345c,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
177,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie de l'USP Baraka City","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2014,,,geometry,Point,1.1090112,8.99593252,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_345d,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
178,Maritime,Lacs,"Lacs 2",Aklakou,"Pharmacie du CMS Aklakou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Vendredi}",Nsp,,,geometry,Point,1.71059303,6.33740044,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_345f,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
179,Maritime,Zio,"Zio 2",Mission-Tové,"Pharmacie de l'USP Mission Tové","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.11778473,6.32275793,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3460,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
180,Maritime,Zio,"Zio 1",Davié,"Pharmacie de la Clinique ATBEF","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2021,,,geometry,Point,1.20943305,6.38688264,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3461,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
181,Plateaux,Kloto,"Kloto 1",Yokélé,"Pharmacie de l'USP Yokele","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Vendredi}",Nsp,,,geometry,Point,0.65889406,6.9349679,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_346b,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
183,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie du CMS Saint Luc","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2006,,,geometry,Point,0.21364332,10.86731809,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3470,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
184,Plateaux,Kloto,"Kloto 1",Agome-Kpalime,"Pharmacie du CMS Siloe","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2017,,,geometry,Point,0.62445141,6.89613715,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3473,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
185,Plateaux,Kloto,"Kloto 1",Agome-Kpalime,"Pharmacie de la Polyclinique de Kpalimé","Pharmacie de centre de santé",Public,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,,,geometry,Point,0.62766238,6.91318505,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3478,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
186,Plateaux,Kloto,"Kloto 2",Kpimé,"Pharmacie du CMS Vie en Abondance","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2013,,,geometry,Point,0.65581373,6.99738289,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_347c,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
187,Plateaux,Ogou,"Ogou 1",Djama,"Pharmacie du CMS Notre Dame de la Consolation","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2011,,,geometry,Point,1.16027889,7.51994415,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3481,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
188,Kara,Bassar,"Bassar 1",Bassar,"Pharmacie du Centre Difiidi","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,,,geometry,Point,0.79019394,9.26738786,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3483,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
189,Kara,Kéran,"Kéran 1",Kantè,"Pharmacie du Dispensaire d'Atekante","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.04604491,9.96106561,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3486,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
190,Plateaux,Kloto,"Kloto 1",Agome-Kpalime,"Pharmacie du CMS Amitié","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2006,,,geometry,Point,0.62922084,6.89301219,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3489,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
191,Plateaux,Est-Mono,"Est-Mono 2",Badin-Copé,"Pharmacie de l'USP Yanda","Pharmacie de centre de santé",Public,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",2003,,,geometry,Point,1.59470691,8.32891566,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_348c,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
192,Kara,Kozah,"Kozah 3",Awandjélo,"Pharmacie de l'USP Soumbou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2015,,,geometry,Point,1.21148954,9.48526931,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_348d,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
193,Maritime,Golfe,"Golfe 7",Aflao-Sagbado,"Pharmacie du CMS Gratia de Klémé","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2016,,,geometry,Point,1.0929917,6.21202887,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3492,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
194,Plateaux,Anié,"Anié 1",Anié,"Pharmacie du CMS la Paix","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.19525396,7.75586157,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3494,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
195,Maritime,Lacs,"Lacs 4",Fiata,"Pharmacie de l'USP Atoueta","Pharmacie de centre de santé",Public,"{Jeudi,Vendredi,Mercredi,Mardi,Lundi}",1991,,,geometry,Point,1.66816983,6.30415815,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3498,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
196,Kara,Doufelgou,"Doufelgou 3",Alloum,"Pharmacie du CRN Saint Kisito Ami des Enfants de Bourkou","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2009,,,geometry,Point,0.91872716,9.7363804,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_349a,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
197,Maritime,Lacs,"Lacs 2",Agouégan,"Pharmacie de l'USP Agouegan","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2000,,,geometry,Point,1.68092574,6.26199624,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34a2,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
198,Savanes,Tandjoaré,"Tandjoaré 2",Tampialime,"Pharmacie de l'USP Tampialime","Pharmacie de centre de santé",Public,"{Dimanche,Samedi,Jeudi,Mercredi,Mardi,Lundi}",2019,,,geometry,Point,0.005384,10.75085724,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34a5,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
199,Maritime,Agoè-Nyivé,"Agoè-Nyivé 4",Togblekope,"Pharmacie du CMS Notre Dame de Fatima de Fidokpui","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2014,,,geometry,Point,1.21380882,6.25179306,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34aa,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
200,Centrale,Blitta,"Blitta 2",Langabou,"Pharmacie de l'USP Langabou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1990,,,geometry,Point,1.13622918,8.12596733,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34ba,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
201,Plateaux,Wawa,"Wawa 2",Gbadi-N'kougna,"Pharmacie de l'USP Gbadi N Kougna","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2006,,,geometry,Point,0.70975466,7.46039343,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34c2,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
205,Maritime,Zio,"Zio 1",Tsévié,"Pharmacie du CMS Dispensation des ARV","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2008,,,geometry,Point,1.20390003,6.41897855,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34c8,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
206,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie du CMS Lucia","Pharmacie de centre de santé",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,,,geometry,Point,1.20061802,6.18153293,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34cb,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
207,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie de l'USP Komah","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi}",2000,,,geometry,Point,1.14673786,8.97234771,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34d4,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
209,Centrale,Blitta,"Blitta 3",Atchintsè,"Pharmacie de l'USP Assoukoko","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1979,,,geometry,Point,0.65855012,8.00303055,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34de,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
210,Savanes,Tône,"Tône 1",Dapaong,"Pharmacie du CMS Dalwak","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,,,geometry,Point,0.18502544,10.82139151,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34ec,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
211,Maritime,Agoè-Nyivé,"Agoè-Nyivé 6",Adétikopé,"Pharmacie du CMS Sante Espoir","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.21071294,6.3490129,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34ed,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
212,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie de l'Infirmerie des Collèges Chaminade et Adele","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1963,,,geometry,Point,1.18913325,9.55404756,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34ee,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
213,Plateaux,Haho,"Haho 1",Notsé,"Pharmacie du Cabinet medical la Main de Dieu","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2020,,,geometry,Point,1.18382236,6.9564317,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34f2,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
214,Plateaux,Haho,"Haho 3",Kpédomé,"Pharmacie de l'USP Tsinigan","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.00392505,7.01720093,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34f4,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
215,Kara,Kozah,"Kozah 1","Commune De Kara","Pharmacie Damse Uk","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2004,,,geometry,Point,1.20795257,9.53122665,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34f5,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
216,Kara,Binah,"Binah 1",Boufalé,"Pharmacie de l'USP Boufale","Pharmacie de centre de santé",Public,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2006,,,geometry,Point,1.33311541,9.86118695,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_34f7,1,"2025-07-23 16:19:25","2025-07-23 16:19:25"
217,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie de la Clinique Médicale la Victoire","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",2001,,,geometry,Point,1.19530778,6.18780199,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3504,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
218,Plateaux,Wawa,"Wawa 3",Klabé-Efoukpa,"Pharmacie de l'USP Klabe Efoukpa","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.76322828,7.60468966,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3506,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
219,Centrale,Sotouboua,"Sotouboua 1",Sotouboua,"Pharmacie de l'USP Kpei Tchila","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Samedi,Dimanche}",2007,,,geometry,Point,0.89525002,8.5154968,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3508,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
220,Maritime,Vo,"Vo 4",Hahotoé,"Pharmacie de l'USP Hahotoe","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1966,,,geometry,Point,1.41190546,6.36890851,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3509,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
221,Plateaux,Haho,"Haho 3",Kpédomé,"Pharmacie du Centre de Santé la Grace","Pharmacie de centre de santé",Prive,"{Lundi,Jeudi,Mardi,Mercredi,Vendredi,Samedi}",2018,,,geometry,Point,1.17073533,6.9713179,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3515,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
222,Plateaux,Ogou,"Ogou 4",Ountivou,"Pharmacie de l'USP Ountivou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,,,geometry,Point,1.56471306,7.3589895,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3517,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
223,Plateaux,Wawa,"Wawa 1",Tomégbé,"Pharmacie du CMS Notre Dame de Lourdes","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.60576867,7.51312877,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3518,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
225,Plateaux,Anié,"Anié 1",Anié,"Pharmacie de de l'USP Agodjololo","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Vendredi,Dimanche,Jeudi}",2021,,,geometry,Point,1.18969413,7.86210987,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_352f,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
226,Kara,Kozah,"Kozah 2",Tcharè,"Pharmacie de l'USP Tchare Wiyamde","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2000,,,geometry,Point,1.17900633,9.65737858,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3533,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
227,Maritime,Golfe,"Golfe 7",Aflao-Sagbado,"Pharmacie du CMS Alpha Oméga","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2018,,,geometry,Point,1.13516335,6.20310158,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3535,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
228,Savanes,Tandjoaré,"Tandjoaré 1",Bombouaka,"Pharmacie Don Orione","Pharmacie de centre de santé",Autre,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2017,,,geometry,Point,0.21012193,10.69206764,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3538,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
229,Centrale,Tchamba,"Tchamba 1",Larini,"Pharmacie de l'USP Larini","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2001,,,geometry,Point,1.41451428,9.03325303,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3540,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
231,Maritime,Lacs,"Lacs 1",Glidji,"Pharmacie de l'USP Zalive Assoukope","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.59065515,6.25501322,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3546,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
232,Plateaux,Danyi,"Danyi 1",Danyi-Atigba,"Pharmacie du CHP Apéyémé","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",2020,,,geometry,Point,0.68838153,7.21956544,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3559,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
234,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie de la Clinique de l'Alliance","Pharmacie de centre de santé",Nsp,Nsp,2016,,,geometry,Point,1.18544271,6.17950966,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_355e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
235,Kara,Kozah,"Kozah 1",Soumdina,"Pharmacie de l'USP Soumdina Bas","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1949,,,geometry,Point,1.25616582,9.64536731,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3560,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
236,Kara,Assoli,"Assoli 1",Bafilo,"Pharmacie de l'USP El Houda","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2002,,,geometry,Point,1.24984757,9.36129148,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3561,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
237,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie de la Clinique Médico-chirurgical Mawubedzro","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,1.20087436,6.17313327,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3569,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
239,Plateaux,Danyi,"Danyi 1",Danyi-Atigba,"Pharmacie de l'USP Danyi Dzogbegan","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.69697627,7.23663867,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3574,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
240,Plateaux,Kpélé,"Kpélé 1",Kpélé-Novivé,"Pharmacie du Cabinet médical Cristal","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.73194455,7.1376694,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3576,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
242,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie de la Clinique Adak","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,,,geometry,Point,1.16024581,8.97283184,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_357e,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
243,Kara,Kozah,"Kozah 1",Soumdina,"Pharmacie du CMS Sar-Afrique","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,1.2519202,9.62568423,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3580,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
244,Centrale,Sotouboua,"Sotouboua 1",Sotouboua,"Pharmacie du CHP Sotouboua","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2017,,,geometry,Point,0.97826837,8.5567593,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3581,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
245,Centrale,Tchaoudjo,"Tchaoudjo 3",Amaïde,"Pharmacie du Centre de Santé Ste Camille","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,,,geometry,Point,1.15401586,9.14146604,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3582,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
246,Kara,Assoli,"Assoli 2",Alédjo,"Pharmacie du Centre Vie et Sante d'Alédjo","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",1961,,,geometry,Point,1.21159343,9.25922843,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3585,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
248,Maritime,Vo,"Vo 2",Anyron-Kopé,"Pharmacie du Cms San Marziano","Pharmacie de centre de santé",Autre,"{Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1977,,,geometry,Point,1.55446412,6.26874481,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_358c,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
250,Centrale,Tchaoudjo,"Tchaoudjo 1","Sokodè (Komah)","Pharmacie de l'USP Akamade","Pharmacie de centre de santé",Prive,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,,,geometry,Point,1.11807184,8.99730806,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3590,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
251,Savanes,Kpendjal-Ouest,"Kpendjal-Ouest 2",Tambonga,"Pharmacie de l'USP Malgbangou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2013,,,geometry,Point,0.4676763,10.9220769,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_3591,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
254,Plateaux,Kloto,"Kloto 1",Tové,"Pharmacie de l'USP Tové","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,,,geometry,Point,0.64850531,6.87962529,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35a1,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
255,Maritime,Golfe,"Golfe 5",Aflao-Gakli,"Pharmacie de la Clinique Internationale Dr Kodom","Pharmacie de centre de santé",Prive,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2007,,,geometry,Point,1.19775933,6.17057287,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35a6,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
256,Plateaux,Wawa,"Wawa 1",Badou,"Pharmacie du CHP Badou","Pharmacie de centre de santé",Public,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,,,geometry,Point,0.6053385,7.58932367,_mview_sant_pharmacies.fid-7111a9c0_193dca6021d_35ad,1,"2025-07-23 16:19:26","2025-07-23 16:19:26"
